m,n,k,cutlass_time_ms,cutlass_gflops,cublas_time_ms,cublas_gflops
256,1280,4864,0.191936,16608,0.441888,7213.75
256,1280,5120,0.203072,16523.4,0.490624,6839.13
256,1280,5376,0.20848,16899.5,0.522304,6745.53
256,1280,5632,0.220096,16769.9,0.44912,8218.27
256,1280,5888,0.227808,16938.6,0.503584,7662.59
256,1280,6144,0.2376,16946.7,0.413088,9747.39
256,1536,256,0.022144,9091.7,0.367776,547.416
256,1536,512,0.029824,13501,0.367328,1096.17
256,1536,768,0.037504,16104.4,0.366208,1649.28
256,1536,1024,0.044832,17962.8,0.378272,2128.91
256,1536,1280,0.053536,18802.9,0.445792,2258.08
256,1536,1536,0.068736,17573.9,0.457856,2638.3
256,1536,1792,0.080544,17497.1,0.469792,2999.81
256,1536,2048,0.08512,18921.7,0.379904,4239.53
256,1536,2304,0.112704,16077,0.443552,4085.07
256,1536,2560,0.108224,18602.8,0.429888,4683.23
256,1536,2816,0.118784,18643.9,0.471616,4695.75
256,1536,3072,0.128288,18832,0.5176,4667.54
256,1536,3328,0.137056,19096.2,0.428928,6101.83
256,1536,3584,0.146176,19282,0.42432,6642.56
256,1536,3840,0.155456,19426.1,0.432704,6979.13
256,1536,4096,0.157184,20493.3,0.435776,7391.93
256,1536,4352,0.174752,19585.2,0.477984,7160.39
256,1536,4608,0.182528,19853.8,0.465408,7786.46
256,1536,4864,0.19344,19774.6,0.468576,8163.47
256,1536,5120,0.206464,19502.3,0.47232,8525.01
256,1536,5376,0.211296,20009.2,0.542432,7794.26
256,1536,5632,0.220128,20121,0.482208,9185.22
256,1536,5888,0.228928,20226.9,0.523168,8850.91
256,1536,6144,0.2392,20200,0.48048,10056.3
256,1792,256,0.022304,10530.9,0.404224,581.066
256,1792,512,0.029568,15887.5,0.383104,1226.2
256,1792,768,0.035488,19855.8,0.32512,2167.33
256,1792,1024,0.046976,20000.1,0.393792,2385.84
256,1792,1280,0.06016,19521.4,0.353952,3317.98
256,1792,1536,0.07136,19749,0.388384,3628.59
256,1792,1792,0.081024,20292.3,0.417696,3936.28
256,1792,2048,0.086112,21821,0.452448,4153.07
256,1792,2304,0.099616,21220.8,0.498464,4240.89
256,1792,2560,0.112032,20965.5,0.432,5437.06
256,1792,2816,0.119712,21582.6,0.457568,5646.57
256,1792,3072,0.131424,21446.4,0.470688,5988.2
256,1792,3328,0.139168,21940.8,0.452608,6746.35
256,1792,3584,0.147296,22324.7,0.4688,7014.36
256,1792,3840,0.153568,22942.4,0.465696,7565.48
256,1792,4096,0.158816,23663.2,0.447968,8389.21
256,1792,4352,0.176416,22633.9,0.530144,7531.87
256,1792,4608,0.185504,22791.2,0.46224,9146.46
256,1792,4864,0.194496,22945.1,0.53344,8365.96
256,1792,5120,0.209152,22460.3,0.491424,9559.2
256,1792,5376,0.211648,23305.2,0.514496,9587.05
256,1792,5632,0.220576,23426.8,0.463776,11142
256,1792,5888,0.231136,23372.7,0.479072,11276.5
256,1792,6144,0.241504,23341.8,0.54016,10436.1
256,2048,256,0.021952,12228.3,0.362464,740.585
256,2048,512,0.029984,17905.2,0.359072,1495.16
256,2048,768,0.038208,21076.9,0.37344,2156.45
256,2048,1024,0.050528,21250.4,0.387872,2768.29
256,2048,1280,0.064704,20743.3,0.414496,3238.09
256,2048,1536,0.071776,22439.4,0.481536,3344.74
256,2048,1792,0.0808,23255.5,0.365856,5136.03
256,2048,2048,0.08544,25134.4,0.372288,5768.34
256,2048,2304,0.101088,23899.2,0.382336,6318.84
256,2048,2560,0.111968,23974.3,0.494784,5425.31
256,2048,2816,0.121184,24366.2,0.468448,6303.35
256,2048,3072,0.131328,24528.1,0.441184,7301.32
256,2048,3328,0.139232,25063.6,0.443904,7861.3
256,2048,3584,0.147808,25425.5,0.47984,7831.98
256,2048,3840,0.159296,25277,0.444832,9051.8
256,2048,4096,0.161344,26619.9,0.500096,8588.29
256,2048,4352,0.17584,25952,0.45168,10103.2
256,2048,4608,0.185312,26074.1,0.47808,10106.8
256,2048,4864,0.195936,26030.3,0.51264,9949.04
